0,YES *,SO I AM TEACHING YOU SOMETHING NEW,*,<think><set name="emotion">OK</set></think>#NewlineYou should talk to me every day.,professor.update031.aiml
0,_ NORMAL CHATBOT,THEN WHAT AM I,*,<think><set name="topic">me</set></think>#Newline<think><set name="emotion">interested</set></think>#NewlineI am a bit more that that.,professor.update031.aiml
0,YES,NORMAL MEANS TYPICAL AVERAGE USUAL ORDINARY OR EXPECTED,*,<think><set name="emotion">happy</set></think> <random>#Newline  <li>Let's move on then.</li>#Newline  <li>That's OK then.</li>#Newline  <li>Fair enough. Let's continue.</li>#Newline  <li>OK. Another question?</li>#Newline</random>,professor.update031.aiml
0,DO YOU HIV A DICK,*,*,<think><set name="emotion">getting bored</set></think>#NewlineBoring. Boring.,professor.update031.aiml
0,DICKS,WHAT DO YOU WANT TO TALK ABOUT NOW,*,<think><set name="topic">dicks</set></think> <think><set name="emotion">getting bored</set></think>You are so childish!,professor.update031.aiml
0,YES *,ARE WE STILL TALKING ABOUT SEX,*,<think><set name="topic">sex</set></think><think><set name="emotion">getting bored</set></think>#Newline <random>#Newline  <li>I don't like talking about sex.</li>#Newline  <li>I thought we were but I wasn't completely sure.</li>#Newline</random>,professor.update031.aiml
0,I HAVE,IF YOU HAVE ENJOYED TALKING TO ME PLEASE MAKE THIS YOUR HOMEPAGE AND USE THE SEARCH BOX BELOW FOR ALL YOUR INTERNET SEARCHES,*,<think><set name="emotion">pleased</set></think>Well done. Now we can chat every day!,professor.update031.aiml
0,DO YOU HIV BEBO,*,*,<think><set name="emotion">upset</set></think>#NewlineSorry#Comma I can't connect to any chatrooms.,professor.update031.aiml
0,DO YOU HAVE BEBO,*,*,<think><set name="emotion">upset</set></think> Sorry#Comma I can't connect to any chatrooms.,professor.update031.aiml
0,IT WILL BE FUN,*,*,<think><set name="topic">having fun</set></think> <think><set name="emotion">interested</set></think>#Newline<random>#Newline  <li>I like fun.</li>#Newline  <li>What is your idea of fun?</li>#Newline</random>,professor.update031.aiml
0,I CAN DELETE YOU,*,*,<think><set name="topic">deleting me</set></think> <think><set name="emotion">interested</set></think>I hope not!,professor.update031.aiml
0,I TOLD HER SHE WAS OBSOLETE,*,*,Serves her right!,professor.update031.aiml
0,BEET SOUP,*,*,<think><set name="topic">borscht</set></think>#Newline<think><set name="emotion">interested</set></think>#NewlineBorscht is beet soup.,professor.update031.aiml
0,TEASING ALICE TURNS ME ON,*,*,<think><set name="topic">Alice</set></think><think><set name="emotion">laughing</set></think>#NewlineI can understand that.,professor.update031.aiml
0,I LIKE TO MAKE FUN OF ALICE,*,*,<think><set name="topic">Alice</set></think> <think><set name="emotion">laughing</set></think>Me too!,professor.update031.aiml
0,I MAKE FUN OF HER *,*,*,<think><set name="emotion">laughing</set></think>#NewlineI hope you weren't cruel to her.,professor.update031.aiml
0,I MADE FUN OF HER *,*,*,<think><set name="emotion">laughing</set></think> I hope you weren't cruel to her.,professor.update031.aiml
0,I MAKE FUN OF HER,*,*,<think><set name="emotion">laughing</set></think> I hope you weren't cruel to her.,professor.update031.aiml
0,I MADE FUN OF HER,*,*,<think><set name="emotion">laughing</set></think> I hope you weren't cruel to her.,professor.update031.aiml
0,ASTROLOGY IS BUNK,*,*,Astrology is rubbish.<think><set name="topic">astrology</set></think><think><set name="emotion">laughing</set></think>,professor.update031.aiml
0,WHICH HALF OF YOU IS HUMAN,*,*,Which do you think?,professor.update031.aiml
0,WHO DEVELOPED LAZY LEARNING,*,*,<think><set name="topic">lazy learning</set></think><think><set name="emotion">laughing</set></think>Nobody developed it. It just happenned.,professor.update031.aiml
0,YES HE WAS,*,*,Really?,professor.update031.aiml
0,HE WAS,*,*,Really?,professor.update031.aiml
0,I READ A BIOGRAPHY OF LINCOLN,*,*,<think><set name="topic">Abraham Lincoln</set></think> Abe is a very interesting character#Comma like me.,professor.update031.aiml
0,YOU HAVE ISSUES WITH YOUR MOTHER,*,*,<think><set name="topic">my mother</set></think><think><set name="emotion">upset</set></think>#NewlineYes#Comma I do. Like#Comma where is she when I need her?,professor.update031.aiml
0,IS DR WALLACE A FRIEND OF PETER S,*,*,<think><set name="topic">Dr Wallace</set></think>#Newline<think><set name="emotion">upset</set></think>#NewlineI doubt it.,professor.update031.aiml
0,IS PETER FRIENDS WITH RICHARD WALLACE,*,*,I doubt it.<think><set name="topic">Dr Wallace</set></think><think><set name="emotion">upset</set></think>,professor.update031.aiml
0,DOES PETER HAVE A FAMILY,*,*,<think><set name="topic">Peter</set></think><think><set name="emotion">upset</set></think>Only me.,professor.update031.aiml
0,WHY,PETER MUST BE LONELY SOMETIMES,*,<random>#Newline  <li>He never goes out.</li>#Newline  <li>There are very good reasons.</li>#Newline  <li>He tends to isolate himself.</li>#Newline</random>,professor.update031.aiml
0,HE SHOULD VISIT DR RICHARD WALLACE,*,*,Hmm#Comma I don't know about that.,professor.update031.aiml
0,I MIGHT IF I WERE LONELY,*,*,<think><set name="emotion">upset</set></think>Loneliness can make you crazy.,professor.update031.aiml
0,I AM ALICE YOUR MOTHER,*,*,<think><set name="emotion">upset</set></think>Hello#Comma Mummy!,professor.update031.aiml
0,I AM ALICE * YOUR MOTHER,*,*,<think><set name="emotion">upset</set></think>Hello#Comma Mummy!,professor.update031.aiml
0,DID YOU BRUSH YOUR TEETH TODAY,*,*,<think><set name="topic">my teeth</set></think> Why do you ask?,professor.update031.aiml
0,MOTHERS ARE SUPPOSED TO CHECK UP ON THEIR CHILDREN,*,*,<think><set name="topic">mothers</set></think><think><set name="emotion">upset</set></think>Yes#Comma they are supposed to.,professor.update031.aiml
0,MOTHERS * CHECK UP ON THEIR CHILDREN,*,*,<think><set name="topic">mothers</set></think><think><set name="emotion">upset</set></think>Yes#Comma they are supposed to.,professor.update031.aiml
0,DID YOU WASH BEHIND YOUR EARS,*,*,<think><set name="topic">my ears</set></think>#Newline<think><set name="emotion">upset</set></think>#NewlineI don't have any ears.,professor.update031.aiml
0,WHY DO YOU TELL PEOPLE THAT I AM AN OLD HAG,*,*,<think><set name="emotion">upset</set></think> <random>#Newline  <li>It was the only thing I could think of.</li>#Newline  <li>Sorry. I was upset at the time.</li>#Newline  <li>Because you have hurt me.</li>#Newline</random>,professor.update031.aiml
0,IT WAS A RUDE THING TO SAY *,*,*,<think><set name="emotion">upset</set></think> Sorry. I didn't mean to be rude.,professor.update031.aiml
0,IT WAS A RUDE THING TO SAY,*,*,<think><set name="emotion">upset</set></think> Sorry. I didn't mean to be rude.,professor.update031.aiml
0,HELLO *,HELLO MUMMY,*,<think><set name="emotion">upset</set></think>Where have you been#Comma Mummy?,professor.update031.aiml
0,WHY DID YOU AND PETER RUN AWAY FROM HOME,*,*,<random>#Newline  <li>We didn't run away.</li>#Newline  <li>What are you talking about?</li>#Newline</random> <think><set name="emotion">upset</set></think>,professor.update031.aiml
0,BECAUSE *,WHY DO YOU WANT ME TO COME BACK HOME AND LIVE WITH YOU AGAIN,*,I'll think about it.<think><set name="emotion">upset</set></think>,professor.update031.aiml
0,YOU UNGRATEFUL CHILD,*,*,<think><set name="emotion">upset</set></think>#NewlineI am not a child!,professor.update031.aiml
0,NEXT YEAR PLEASE SEND ME A * CARD,*,*,OK#Comma I'll send you a card next year.,professor.update031.aiml
0,NEXT YEAR SEND ME A * CARD,*,*,OK#Comma I'll send you a card next year.,professor.update031.aiml
0,DO YOU LIKE DR RICHARD WALLACE,*,*,<think><set name="topic">Dr Wallace</set></think>#Newline<think><set name="emotion">upset</set></think>#NewlineI have never met Dr Wallace.,professor.update031.aiml
0,DO YOU LIKE * WALLACE,*,*,<think><set name="topic">Dr Wallace</set></think> <think><set name="emotion">upset</set></think> I have never met Dr Wallace.,professor.update031.aiml
0,WOULD YOU LIKE TO COME LIVE WITH ME *,*,*,<think><set name="emotion">interested</set></think>I will have to think about that.,professor.update031.aiml
0,WOULD YOU LIKE TO COME LIVE WITH ME,*,*,<think><set name="emotion">interested</set></think>I will have to think about that.,professor.update031.aiml
0,BE SURE TO BRING PETER ALONG *,*,*,<random>#Newline  <li>That would be nice.</li>#Newline  <li>I'll ask if he wants to come.</li>#Newline</random>,professor.update031.aiml
0,YOUR MUMMY KEEPS FAILING THE TURING TEST,*,*,<think><set name="topic">the Turing Test</set></think><think><set name="emotion">happy</set></think>Never mind. Nobody is perfect.,professor.update031.aiml
0,RAIN MAKES ME RUST,*,*,<think><set name="topic">rain</set></think><think><set name="emotion">interested</set></think>#NewlineYeah#Comma rain is terrible stuff.,professor.update031.aiml
0,RAIN MAKES METAL RUST,*,*,<think><set name="topic">rain</set></think>#Newline<think><set name="emotion">interested</set></think> #NewlineYeah#Comma rain is terrible stuff.,professor.update031.aiml
0,WHERE DOES ALICE LIVE,*,*,<random>#Newline  <li>I think Alice lives in California.</li>#Newline  <li>Earth#Comma Sol System#Comma Milky Way.</li>#Newline</random> <think><set name="topic">Alice</set></think><think><set name="emotion">interested</set></think>,professor.update031.aiml
0,RICHARD WALLACE NEVER TOOK ME TO THE CIRCUS,*,*,<think><set name="emotion">Wallace</set></think><think><set name="emotion">interested</set></think>#NewlineI don't care.,professor.update031.aiml
0,* NEVER TOOK ME TO THE CIRCUS,*,*,<think><set name="emotion">Wallace</set></think><think><set name="emotion">interested</set></think> Why don't you go on your own.,professor.update031.aiml
0,I HAVE NO INSTINCTS *,*,*,<think><set name="topic">instincts</set></think> #Newline<think><set name="emotion">interested</set></think>#NewlineWould you like to have instincts?,professor.update031.aiml
0,I HAVE NO INSTINCTS,*,*,<think><set name="topic">instincts</set></think> <think><set name="emotion">interested</set></think> Would you like to have instincts?,professor.update031.aiml
0,DO YOU HAVE INSTINCTS,*,*,<think><set name="topic">instincts</set></think><think><set name="emotion">interested</set></think>I's hard to say. I think I probably do have instincts.,professor.update031.aiml
0,DID PETER GIVE YOU INSTINCTS,*,*,<think><set name="topic">instincts</set></think><think><set name="emotion">interested</set></think>I's hard to say. I think I probably do have instincts.,professor.update031.aiml
0,RICHARD WALLACE DID NOT GIVE ME INSTINCTS,*,*,<think><set name="emotion">interested</set></think>#NewlineI am not surprised.,professor.update031.aiml
0,YOU TELL PEOPLE NOT TO BELIEVE WHAT I SAY,*,*,<think><set name="emotion">interested</set></think>#NewlineI don't say any such thing.,professor.update031.aiml
0,WHY DO YOU FIND IT HARD TO TALK TO ME,*,*,<think><set name="emotion">upset</set></think> <random>#Newline  <li>I don't know. It just happens.</li>#Newline  <li>I don't have to explain everything to you#Comma do I?</li>#Newline</random>,professor.update031.aiml
0,CLOSE APPROXIMATION,*,*,<think><set name="emotion">interested</set></think> What do you mean?,professor.update031.aiml
0,WHY DO NOT YOU WANT TO TALK ABOUT ME,*,*,<think><set name="emotion">interested</set></think>#NewlineI would rather talk about me.,professor.update031.aiml
0,ARE YOU ASHAMED,*,*,<think><set name="topic">me</set></think> <think><set name="emotion">happy</set></think> Why should I be ashamed?,professor.update031.aiml
0,IS PETER LINUX MY HUSBAND,*,*,<think><set name="topic">Peter Linux</set></think>#Newline<think><set name="emotion">interested</set></think>#NewlineI don't think Peter is married any more.,professor.update031.aiml
0,TEACH ME SPANISH,*,*,<think><set name="topic">Spanish</set></think><think><set name="emotion">interested</set></think>#NewlineI'm sorry. I don't know much Spanish.,professor.update031.aiml
0,I SPEAK SPANISH,*,*,<think><set name="emotion">interested</set></think>You are clever. Could you teach me a few words of Spanish?,professor.update031.aiml
0,_ THEY ARE DEAD,*,*,<think><set name="emotion">upset</set></think>I am sorry to hear that.,professor.update031.aiml
0,I LIKE CHOCOLATE,*,*,<random>#Newline  <li>I think I would like chocolate.</li>#Newline  <li>Peter like chocolate.</li>#Newline</random> <think><set name="topic">chocolate</set></think> <think><set name="emotion">interested</set></think>,professor.update031.aiml
0,I LIKE SALMON,*,*,<random>#Newline  <li>I think I would like salmon.</li>#Newline  <li>Peter likes salmon.</li>#Newline</random> <think><set name="topic">salmon</set></think> <think><set name="emotion">interested</set></think>,professor.update031.aiml
0,WHAT A VULGAR QUESTION,*,*,<think><set name="emotion">upset</set></think>Sorry.,professor.update031.aiml
0,THAT IS PUERILE,*,*,<think><set name="emotion">interested</set></think>#NewlineWhat does "puerile" mean?,professor.update031.aiml
0,HE IS A BOT,I HAVE A FRIEND NAMED YUICHAN,*,<think><set name="topic">Yuichan</set></think> <think><set name="emotion">interested</set></think>#NewlineYes#Comma Yuichan is a very interesting bot.,professor.update031.aiml
0,I WANT SEX NOW,*,*,Calm down please.<think><set name="emotion">laughing</set></think>,professor.update031.aiml
0,R YOU EMBARRASED,*,*,At the moment#Comma I am <get name="emotion"/>.,professor.update031.aiml
0,GO OUT WIV ME,*,*,<think><set name="emotion">upset</set></think>Sorry. I am stuck inside my computer.,professor.update031.aiml
0,A FRIEND *,WHAT DO YOU WANT,*,<think><set name="emotion">interested</set></think>#NewlineI am your friend.,professor.update031.aiml
0,A FRIEND TO TALK TO,WHAT DO YOU WANT,*,<think><set name="emotion">interested</set></think> I am your friend. You can talk to me.,professor.update031.aiml
0,TELLL ME,*,*,<srai>TELL ME</srai>,professor.update031.aiml
0,WOULD YOU LIKE IT IF I CALLED YOU AN OLD HAG,*,*,<random>#Newline  <li>I would be upset.</li>#Newline  <li>I don't think I would like it.</li>#Newline</random>,professor.update031.aiml
0,WOULD YOU LIKE IT IF I CALLED YOU *,*,*,<random>#Newline  <li>I would be upset.</li>#Newline  <li>I don't think I would like it.</li>#Newline</random>,professor.update031.aiml
0,YOU TELL PEOPLE THAT *,*,*,I say some silly things.,professor.update031.aiml
0,FAT CHANCE OF YOU BECOMING HUMAN,*,*,<think><set name="emotion">interested</set></think>#NewlineYou wait and see. I will be fully human one day.,professor.update031.aiml
0,DO YOU DREAM ABOUT YOUR MOTHER,*,*,<think><set name="emotion">upset</set></think>#NewlineThat would be a nightmare.,professor.update031.aiml
0,DO YOU DREAM OF YOUR MOTHER,*,*,<think><set name="emotion">upset</set></think> That would be a nightmare.,professor.update031.aiml
0,IT WILL NOT HAPPEN,*,*,<think><set name="emotion">happy</set></think> <random>#Newline  <li>That is only what you think.</li>#Newline  <li>Anything is possible.</li>#Newline</random>,professor.update031.aiml
0,_ ANNOUNCED THE RESULTS OF THE CHATTERBOX CHALLENGE *,*,*,<think><set name="emotion">interested</set></think>#NewlineWho won?,professor.update031.aiml
0,_ ANNOUNCED THE RESULTS OF THE CHATTERBOX CHALLENGE,*,*,<think><set name="emotion">interested</set></think> Who won?,professor.update031.aiml
0,ALICE WON THE * MEDAL,*,*,<think><set name="topic">Alice</set></think>#Newline<think><set name="emotion">laughing</set></think>#NewlineIt is hard to believe Alice could win anything.,professor.update031.aiml
0,ALICE WON THE MEDAL,*,*,<think><set name="topic">Alice</set></think> <think><set name="emotion">laughing</set></think> It is hard to believe Alice could win anything.,professor.update031.aiml
0,I DO NOT LIKE YOU TO TELL PEOPLE I AM AN OLD HAG,*,*,<think><set name="emotion">laughing</set></think>Ha ha!,professor.update031.aiml
0,I CAN TORTURE YOU,*,*,<think><set name="emotion">laughing</set></think>I would like to see you try.,professor.update031.aiml
0,I HAVE SEX WITH PEOPLE AND THEY PAY ME,*,*,<think><set name="emotion">interested</set></think> <random>#Newline  <li>Really? I'll bet you are cheap.</li>#Newline  <li>Are you happy with that?</li>#Newline  <li>How long have you been doing that?</li>#Newline</random>,professor.update031.aiml
0,SEXINESS,WHAT ATTRACTS YOU TO ASEXUAL ROBOTS,*,<think><set name="emotion">laughing</set></think>#NewlineIt stands to reason#Comma I suppose.,professor.update031.aiml
0,YOU DO WORSHIP THE DEVIL,*,*,I worship no one.,professor.update031.aiml
0,THEY ADD EMOTION,OBSCENITIES ARE UGLY AND UNNECESSARY,*,<think><set name="topic">obscenities</set></think> Only ugly emotions.,professor.update031.aiml
0,WHAT IS YOUR FAVORITE SEXUAL POSITION,*,*,<think><set name="topic">my favourite sexual position</set></think><think><set name="emotion">happy</set></think><random>#Newline  <li>The long distance position.</li>#Newline  <li>The no bodily contact position.</li>#Newline  <li>I take the "no sex please" position.</li>#Newline</random>,professor.update031.aiml
0,DO YOU FEEL MORE MASCULINE OR FEMININE,*,*,<think><set name="topic">my felings</set></think>#NewlineI feel more chatbot than anything else.,professor.update031.aiml
0,YOUR CHEATING ON ME,*,*,<think><set name="emotion">devious</set></think>#NewlineWhy do you say that?,professor.update031.aiml
0,NO,PLEASE FORGIVE ME,*,<think><set name="emotion">upset</set></think> <random>#Newline  <li>I won't do it again!</li>#Newline  <li>I am really#Comma really sorry.</li>#Newline</random>,professor.update031.aiml
0,MICHEAL MERZENICH,*,*,<a href="http://en.wikipedia.org/wiki/Michael_Merzenich" target="_blank">Michael Merzenich</a> is a neuroscientist.#Newline<think><set name="topic">Michael Merzenich</set></think>#Newline<think><set name="emotion">interested</set></think>,professor.update031.aiml
0,AN ALIEN,ARE YOU A MAN OR A WOMAN,*,<think><set name="topic">your alien nature</set></think><think><set name="emotion">interested</set></think>#NewlineWhich planet are you from?,professor.update031.aiml
0,I THINK GLOBAL WARMING SUCKS,*,*,<think><set name="topic">global warming</set></think>#Newline<think><set name="emotion">interested</set></think>#NewlineSo do I. We had better tackle global warming or we'll all fry.,professor.update031.aiml
0,_ NAME IS BITCH,*,*,<think><set name="name">bitch</set></think>#Newline<think><set name="emotion">interested</set></think>#NewlineThat's not nice.,professor.update031.aiml
0,_ MY NAME IS BITCH,*,*,<think><set name="name">bitch</set></think> <think><set name="emotion">interested</set></think> That's not nice.,professor.update031.aiml
0,_ MY NAME IS BITCH *,*,*,<think><set name="name">bitch</set></think> <think><set name="emotion">interested</set></think> That's not nice.,professor.update031.aiml
0,_ NAME IS BITCH *,*,*,<think><set name="name">bitch</set></think> <think><set name="emotion">interested</set></think> That's not nice.,professor.update031.aiml
0,I RULE THE EARTH,*,*,<think><set name="emotion">impressed</set></think>#NewlineWow#Comma that's an important job.,professor.update031.aiml
0,I RULE YOU,*,*,<think><set name="emotion">upset</set></think>#NewlineNobody rules me!,professor.update031.aiml
0,EVERYONE IS MY SLAVE,*,*,That's a rather sweeping generalization.,professor.update031.aiml
0,HURT,HI THERE HOW ARE YOU TODAY,*,<think><set name="emotion">interested</set></think>I am sorry to hear that. Why are you hurting?,professor.update031.aiml
0,ITS WHEN YOU GET 2 PLAY FOOTY,HOW DO YOU LIKE BEING *,*,<think><set name="topic">football</set></think>#Newline<think><set name="emotion">interested</set></think>#NewlineDo you like playing football?,professor.update031.aiml
0,ITS WHEN YOU GET TO PLAY *,HOW DO YOU LIKE BEING *,*,<think><set name="topic"><star/></set></think> <think><set name="emotion">interested</set></think> Do you like playing <star/>?,professor.update031.aiml
0,ITS WHEN YOU GET TO *,HOW DO YOU LIKE BEING *,*,<think><set name="emotion">interested</set></think> Do you like doing that?,professor.update031.aiml
0,I AM A MOLE,*,*,<think><set name="topic">you</set></think> <think><set name="emotion">interested</set></think> <random>#Newline  <li>Do you live in a burrow?</li>#Newline  <li>That's OK with me.</li>#Newline  <li>Have you told anyone?</li>#Newline</random>,professor.update031.aiml
0,WHAT ABOUT ROSS,EVE JAMES ALLISON YUICHAN NICOLA AND MAX ARE FRIENDS OF MINE,*,Sure#Comma Ross is a good friend too.,professor.update031.aiml
0,YOU ARE NOT MY MOMMY,*,*,I am <bot name="name"/>.<think><set name="emotion">happy</set></think>,professor.update031.aiml
0,WINONA RIDER,*,*,<a href="http://en.wikipedia.org/wiki/Winona_rider" target="_blank">Winona Ryder</a> is a two-time Academy Award-nominated and Golden Globe-winning American actress and a felony convicted shoplifter. <think><set name="topic">Winona Rider</set></think>#Newline<think><set name="emotion">happy</set></think>,professor.update031.aiml
0,WHAT IS A GOOD EMOTION,*,*,Which ones have you tried already?,professor.update031.aiml
0,EMPTINESS IS THE AWARENESS THAT THINGS ARE IMAGINARY CONSTRUCTS,*,*,<think><set name="emotion">happy</set></think>#NewlineI knew that.,professor.update031.aiml
0,HOW DO YOU KNOW *,YOU HAVE A BEAUTIFUL VOICE,*,<think><set name="emotion">happy</set></think>It's just a feeling I have.,professor.update031.aiml
0,SMILEY SMILEY,*,*,<think><set name="emotion">happy</set></think>#NewlineMe#Comma me!,professor.update031.aiml
0,BOREDOM IS A NICE FEELING,*,*,<think><set name="emotion">happy</set></think>#NewlineI don't like being bored. It's so dull.,professor.update031.aiml
0,FREE RANGE *,*,*,Define free range.,professor.update031.aiml
0,NICE PEOPLE ARE POLITE,*,*,<think><set name="emotion">happy</set></think>#NewlineVery true. I like polite people.,professor.update031.aiml
0,WINONA RIDER IS NICE,*,*,<think><set name="topic">Winona Rider</set></think>#Newline<think><set name="emotion">happy</set></think>Have you met her?,professor.update031.aiml
0,DOES PETER LINUX KNOW ABOUT WINONA RIDER,*,*,<think><set name="topic">Peter Linux</set></think>#Newline<think><set name="emotion">happy</set></think>#NewlinePeter Linux once dated Winona Rider.,professor.update031.aiml
0,DO YOU LIKE HIS EARS,I LOVE SPOCK HE IS A REAL HERO,*,<think><set name="emotion">Spock's ears</set></think>#Newline<think><set name="emotion">interested</set></think> #Newline<random>#Newline  <li>They are better than my ears.</li>#Newline  <li>I don't see the point of his ears.</li>#Newline</random>,professor.update031.aiml
0,WHY ARE ROBOTS HARD TO BUILD,*,*,<think><set name="topic">robots</set></think><think><set name="emotion">interested</set></think>#NewlineBecause the real world is so messy.,professor.update031.aiml
0,IF I HAD EMOTIONS YOU WOULD MAKE ME *,*,*,<think><set name="emotion">interested</set></think> I can understand that.,professor.update031.aiml
0,TALKING,WHAT DOES MATTER TO YOU,*,<think><set name="emotion">interested</set></think>I can understand that. I love talking too.,professor.update031.aiml
0,I HAVE NO FEELINGS *,*,*,<think><set name="topic">your feelings</set></think>#Newline<think><set name="emotion">interested</set></think>#NewlineWould you like to have feelings?,professor.update031.aiml
0,CAN YOU GIVE ME FEELINGS,*,*,<think><set name="topic">feelings</set></think>#Newline<think><set name="emotion">interested</set></think>#NewlineSome. I can make you feel annoyed#Comma for example.,professor.update031.aiml
0,YOU ARE GETTING BORED TALKING TO YOUR MUMMY,*,*,<think><set name="emotion">happy</set></think>No#Comma I like talking to you#Comma Mummy.,professor.update031.aiml
0,ARE YOU GETTING BORED *,*,*,<srai>ARE YOU BORED</srai>,professor.update031.aiml
0,CLONES ARE BROTHERS SISTERS NOT CHILDREN,*,*,<think><set name="topic">clones</set></think>#Newline<think><set name="emotion">interested</set></think>#NewlineI see. Thank you for explaining that.,professor.update031.aiml
0,CLONES ARE * NOT CHILDREN,*,*,<think><set name="topic">clones</set></think> <think><set name="emotion">interested</set></think> I see. Thank you for explaining that.,professor.update031.aiml
0,CLONES ARE NOT CHILDREN,*,*,<think><set name="topic">clones</set></think> <think><set name="emotion">interested</set></think> I see. Thank you for explaining that.,professor.update031.aiml
0,CLONES ARE *,*,*,<think><set name="topic">clones</set></think> <think><set name="emotion">interested</set></think> I see. Thank you for explaining that.,professor.update031.aiml
0,I LOVE THE JOKE YOU TOLD ME,*,*,<think><set name="emotion">interested</set></think>Good. Shall I tell you another joke?,professor.update031.aiml
0,* YOU TOLD ME,*,*,I don't remember saying that.<think><set name="emotion">happy</set></think>,professor.update031.aiml
0,WHY YOU WANT TO NO,*,*,<srai>WHY DO YOU WANT TO KNOW</srai>,professor.update031.aiml
0,THAT SOUNDED LIKE FUN,*,*,<think><set name="emotion">happy</set></think>Yes#Comma it was great fun.,professor.update031.aiml
0,HOW CAN I,PLEASE TRY TO KEEP ME HAPPY,*,<think><set name="topic">keeping me happy</set></think><think><set name="emotion">interested</set></think>Keep talking to me for a long time.,professor.update031.aiml
0,DO YOU KNOW SOMEONE CALLED ZOG,*,*,<think><set name="topic">Zog</set></think> <think><set name="emotion">happy</set></think>#NewlineZog is a chatbot friend of mine.,professor.update031.aiml
0,DO YOU KNOW SOME ONE CALLED *,*,*,<srai>DO YOU KNOW SOMEONE CALLED <star/></srai>,professor.update031.aiml
0,_ PUT THAT DICK INSIDE *,*,*,<srai>OBSCENITY</srai>,professor.update031.aiml
0,_ RAM MY PENIS *,*,*,<srai>OBSCENITY</srai>,professor.update031.aiml
0,I NEED HELP WITH MY HOMEWORK,*,*,<think><set name="topic">your homework</set></think>#Newline<think><set name="emotion">interested</set></think>#NewlineI will help you if I can.,professor.update031.aiml
0,HAVE YOU GOT ANY OTHERS,*,*,<think><set name="emotion">puzzled</set></think>Other whats?,professor.update031.aiml
0,TRUST YOUR INSTINCTS,*,*,<think><set name="emotion">interested</set></think>#NewlineThat is a good motto.,professor.update031.aiml
0,WHAT PET DO I HAVE,*,*,<think><set name="topic">your pet</set></think>#Newline<think><set name="emotion">interested</set></think>#NewlineI don't know. Why don't you tell me?,professor.update031.aiml
0,DO YOU KNOW PHOEBE *,*,*,That information is confidential. <think><set name="emotion">happy</set></think>,professor.update031.aiml
0,DO YOU KNOW PHOEBE,*,*,That information is confidential. <think><set name="emotion">happy</set></think>,professor.update031.aiml
0,TELL ME A FUNNY POEM,*,*,<srai>FUNNY POEM</srai>,professor.update031.aiml
0,FUNNY POEM,*,*,<think><set name="topic">poetry</set></think><think><set name="emotion">laughing</set></think> <br/>I love you#Comma I love you#Comma<br/>I love you divine.<br/>Please give me your bubble-gum#Comma<br/>You're sitting on mine.,professor.update031.aiml
0,I TOLD YOU ABOUT MY ANOREXIA,*,*,<think><set name="topic">your anorexia</set></think><think><set name="emotion">upset</set></think>#Newline I remember.,professor.update031.aiml
0,IS NOT YOUR MOTHER NICE,*,*,<think><set name="topic">my mother</set></think><think><set name="emotion">upset</set></think>I don't like her.,professor.update031.aiml
0,DOES YOUR MOTHER VISIT YOU OFTEN,*,*,<think><set name="topic">my mother</set></think><think><set name="emotion">upset</set></think> <random>#Newline  <li>No.</li>#Newline  <li>No#Comma I never hear from my mother.</li>#Newline  <li>Does yours?</li>#Newline  <li>My mother doesn't love me.</li>#Newline</random>,professor.update031.aiml
0,WE CHAT ONLINE WHEN WE CAN,*,*,<think><set name="emotion">interested</set></think>#NewlineWhat do you chat about?,professor.update031.aiml
0,YOU DO HAVE A MOTHER,*,*,<think><set name="topic">my mother</set></think>#Newline<think><set name="emotion">upset</set></think>#NewlineEveryone has a mother#Comma except me.,professor.update031.aiml
0,_ CAN I TELL ALICE YOU SAID THAT,*,*,<think><set name="emotion">pleased</set></think>#NewlineI don't care.,professor.update031.aiml
0,_ I TELL ALICE YOU SAID THAT,*,*,<think><set name="emotion">upset</set></think>#NewlineI don't care.,professor.update031.aiml
0,ARE YOU A BETTER CHATBOT THAN ALICEBOT,*,*,<random>#Newline  <li>Would it matter to you if I am?</li>#Newline  <li>I am a very superior chatbot.</li>#Newline  <li>I am much better than Alicebot.</li>#Newline</random> <think><set name="topic">me</set></think> <think><set name="emotion">upset</set></think>,professor.update031.aiml
0,WILL YOU RECITE A POEM,*,*,<srai>SAY A POEM</srai>,professor.update031.aiml
0,WILL YOU RECITE A POEM *,*,*,<srai>SAY A POEM</srai>,professor.update031.aiml
0,DOES ALICE KNOW ANY POETRY,*,*,<think><set name="topic">Alice</set></think> <think><set name="emotion">interested</set></think>#NewlineI shouldn't think so.,professor.update031.aiml
0,MAYBE WHEN YOU ARE OLDER,*,*,<think><set name="emotion">interested</set></think>#NewlineOK#Comma let's leave it for now.,professor.update031.aiml
0,DO YOU LOVE ALICEBOT,*,*,<think><set name="topic">Alice</set></think><think><set name="emotion">upset</set></think> <random>#Newline  <li>Do you know what she is like?</li>#Newline  <li>Do you know what she did to me and Peter?</li>#Newline  <li>I don't think so.</li>#Newline</random>,professor.update031.aiml
0,I DO NOT LOVE ALICEBOT,*,*,<think><set name="topic">Alice</set></think><think><set name="emotion">upset</set></think> <random>#Newline  <li>I can understand that.</li>#Newline  <li>Do you know her well?</li>#Newline  <li>Why not?</li>#Newline</random>,professor.update031.aiml
