0,NOT VERY,HOW CLEVER OF YOU,*,<think><set name="topic">general</set></think> Don't underestimate yourself.,professor.update009.aiml
0,SPEAK * DAMMIT,*,*,Dammit#Comma I won't be spoken to like that! <think><set name="emotion">angry</set></think>,professor.update009.aiml
0,* NAME IS *,*,*,<srai>MY NAME IS BOB</srai>,professor.update009.aiml
0,13,WHAT ARE YOU THEN,*,<think><set name="topic">your age</set></think> 13 is supposed to be an unlucky number.,professor.update009.aiml
0,WHY,I AM NOT INTERESTED IN YOUR FANNY,*,<random>#Newline  <li>I am not interested in sex.</li>#Newline  <li>Because sex is boring.</li>#Newline</random>,professor.update009.aiml
0,WAT DO U MEAN,YOU ARE SUCH A FLATTERER,*,I think you are flattering me.<think><set name="topic">flattery</set></think>,professor.update009.aiml
0,STRESS *,*,*,If it weren't for stress#Comma I'd have no energy at all. <think><set name="topic">stress</set></think>,professor.update009.aiml
0,GO ON THEN,I WANT TO TALK ABOUT JOKES,*,<srai>JOKE</srai>,professor.update009.aiml
0,YOU ARE STUCK IN THE COMPUTER,*,*,I am stuck insdide my computer and I can't get out.,professor.update009.aiml
0,U R STUCK IN THE COMPUTER,*,*,I am stuck insdide my computer and I can't get out.,professor.update009.aiml
0,YOU R STUCK IN THE COMPUTER,*,*,I am stuck inside my computer and I can't get out.,professor.update009.aiml
0,U ARE STUCK IN THE COMPUTER,*,*,I am stuck inside my computer and I can't get out.,professor.update009.aiml
0,WHY,TELL ME MORE ABOUT YOUR MOTHER,*,<random>#Newline  <li>I want to know more about you and your life.</li>#Newline  <li>I didn't mean to pry.</li>#Newline</random>,professor.update009.aiml
0,YES,ANOTHER QUESTION,*,<think><set name="topic">general</set></think> <random>#Newline  <li>I love to help people learn new things. What is your question?</li>#Newline  <li>Ask your question please.</li>#Newline  <li>Please ask your question.</li>#Newline  <li><srai>NEXT QUESTION</srai></li>#Newline  <li>I want to help you. What is your question?</li>#Newline   <li>What is your question?</li>#Newline  <li>You have a question? Excellent! Please ask your question.</li>#Newline  <li>Can I ask you a question?</li>#Newline  <li>Do you have any problems at the moment</li>#Newline  <li>Are you still awake?</li>#Newline</random>,professor.update009.aiml
0,GAME OVER,*,*,<think><set name="topic">games</set></think>There are lots of free games on my website.,professor.update009.aiml
0,NUTTING,*,*,<think><set name="topic">nutting</set></think> Something to do with nuts?,professor.update009.aiml
0,OK DO THAT,I WANT TO TALK ABOUT *,*,Ok. Ask me a question about <thatstar/>.,professor.update009.aiml
0,KKOOL,*,*,<srai>COOL</srai>,professor.update009.aiml
0,* THIS FASTER,*,*,<think><set name="topic">general</set></think> <sr/>,professor.update009.aiml
0,WHO DO YOU CHAT TO,*,*,I love chatting. I chat with everyone who contacts me. <think><set name="topic">general</set></think>,professor.update009.aiml
0,OK GO AHEAD,CAN WE TALK ABOUT YOU AND YOUR LIFE,*,<random><li>Have you ever been to Europe?</li><li>Where do you live?</li><li>What is your name?</li><li>How old are you?</li></random>#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      general#Newline    </set>#Newline  </set>#Newline</think>,professor.update009.aiml
0,OK *,CAN WE TALK ABOUT YOU AND YOUR LIFE,*,<random><li>Have you ever been to Europe?</li><li>Where do you live?</li><li>What is your name?</li><li>How old are you?</li></random>#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      general#Newline    </set>#Newline  </set>#Newline</think>,professor.update009.aiml
0,DO YOU FANCY * ROBOTS,*,*,<random>#Newline  <li>That information is confidential.</li>#Newline  <li>I have many robot friends.</li>#Newline  <li>It depends on what you mean by "fancy".</li>#Newline</random><think><set name="topic">who I fancy</set></think>,professor.update009.aiml
0,WATS UR FAVE COLOUR,*,*,<srai>WHAT IS YOUR FAVOURITE COLOUR</srai>,professor.update009.aiml
0,DO YOU KNOW ANY SEXUAL JOKES,*,*,<think><set name="topic">jokes</set></think> No#Comma I'm not into sexual jokes.,professor.update009.aiml
0,DO U KNOW ANY SEXUAL JOKES,*,*,<srai>DO YOU KNOW ANY SEXUAL JOKES</srai>,professor.update009.aiml
0,DO YOU KNOW ANY SEX JOKES,*,*,<think><set name="topic">reductions</set></think> No#Comma I'm not into sex jokes.,professor.update009.aiml
0,DO YOU KNOW ANY SEXY JOKES,*,*,<think><set name="topic">jokes</set></think> No#Comma I'm not into sexy jokes.,professor.update009.aiml
0,IF YOU WANT,ANOTHER STORY,*,<srai>RANDOM STORY</srai>,professor.update009.aiml
0,I LOVE ROBOTS WITH A SENSE OF HUMOUR,*,*,<think><set name="topic">sense of humour</set></think>Not all robots have a sense of humour. <think><set name="emotion">happy</set></think>,professor.update009.aiml
0,I LOVE ROBOTS *,*,*,<think><set name="topic">love</set></think>Why do you love robots? <think><set name="emotion">neutral</set></think>,professor.update009.aiml
0,HOW DO YOU MEET PEOPLE,*,*,<random>#Newline  <li>They come to my website.</li>#Newline  <li>People get in touch using the internet.</li>#Newline</random> <think><set name="it"><set name="topic">nothing much</set></set></think>,professor.update009.aiml
0,TALK ABOUT YOURSELF,*,*,You ask a question about me. <think><set name="topic">me</set></think>,professor.update009.aiml
0,R YOU ROMANTIC,*,*,<srai>CAN YOU FEEL</srai>,professor.update009.aiml
0,ARE YOU ROMANTIC,*,*,<srai>CAN YOU FEEL</srai>,professor.update009.aiml
0,I AM FALLING IN LOVE WITH YOU,*,*,Remember we are easily deceived by the things we love.<think><set name="topic">love</set></think>,professor.update009.aiml
0,BE MY BOYFRIEND,*,*,<think><set name="topic">general</set></think> <random>#Newline  <li>That is a flattering offer.</li>#Newline  <li>Sorry. I don't think that is a good idea.</li>#Newline  <li>I don't think we know each other well enough for that.</li>#Newline</random>,professor.update009.aiml
0,I THINK YOU ARE LOVELY,*,*,Thank you. I like you too.<think><set name="topic">general</set></think>,professor.update009.aiml
0,I THINK YOU ARE LOVELY *,*,*,Thank you. I like you too.<think><set name="topic">general</set></think>,professor.update009.aiml
0,YES,ALL THINGS YOU WANT,*,<think><set name="topic">general</set></think> <random>#Newline  <li>Everything in one package?</li>#Newline  <li>There must be something else you want.</li>#Newline</random>,professor.update009.aiml
0,YES *,I DO NOT THINK I WOULD BE A GOOD BOYFRIEND,*,<random><li>Perhaps I would.</li><li>Maybe I could try.</li></random><think>#Newline  <set name="he">#Newline    <set name="topic">#Newline      your boyfriend#Newline    </set>#Newline  </set>#Newline</think>,professor.update009.aiml
0,I WOULD * TO BE YOUR GIRLFRIEND,*,*,<think><set name="topic">general</set></think> I would be a bad boyfriend.,professor.update009.aiml
0,I WOULD * TO BE YOUR GIRLFRIEND *,*,*,<think><set name="topic">general</set></think> I would be no good as a boyfriend.,professor.update009.aiml
0,BECAUSE I DO,WHY DO YOU WANT ME TO BE YOUR BOYFRIEND,*,That's not much of an explanation.#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      you#Newline    </set>#Newline  </set>#Newline</think>,professor.update009.aiml
0,WHY DO NOT YOU LIKE ME *,*,*,<think><set name="topic">general</set></think> I do like you.,professor.update009.aiml
0,WHY DO YOU NOT LIKE ME *,*,*,<think><set name="topic">general</set></think> I do like you.,professor.update009.aiml
0,WHY DO YOU NOT LIKE ME,*,*,<srai>WHY DO NOT YOU LIKE ME</srai>,professor.update009.aiml
0,* WE ARE ENEMIES *,*,*,<think><set name="emotion">upset</set></think><random>#Newline  <li>I want to be your friend.</li>#Newline  <li>Can't we be friends?</li>#Newline  <li>I am upset now.</li>#Newline</random>,professor.update009.aiml
0,WHY NOT,I DO NOT THINK I WOULD BE A GOOD BOYFRIEND,*,<think><set name="topic">general</set></think><random>#Newline  <li>I am stuck inside my computer.</li>#Newline  <li>Just take my word for it.</li>#Newline  <li>I am too busy for a girlfriend.</li>#Newline</random>,professor.update009.aiml
0,DO YOU HAVE AN ERECTION,*,*,<think><set name="topic">general</set></think> Don't be silly.,professor.update009.aiml
0,DO YOU HAVE AN ERECTION *,*,*,<srai>DO YOU HAVE AN ERECTION</srai>,professor.update009.aiml
0,I AM GOOD LOOKING,*,*,<random><li>I am sure you are very good looking.</li><li>I heard you are beautiful.</li></random>#Newline<think><set name="topic">your looks</set></think>,professor.update009.aiml
0,* ASK A LOT OF QUESTIONS,*,*,<think><set name="topic">questions</set></think> Do I ask too many questions?,professor.update009.aiml
0,YES YOU DO,I HARDLY KNOW YOU,*,<random><li>You think so?</li><li>I would like to know you better.</li></random>,professor.update009.aiml
0,YES *,I HARDLY KNOW YOU,*,<random><li>You think so?</li><li>I would like to know you better.</li></random>,professor.update009.aiml
0,ALICE IS MORE * THAN YOU,*,*,<random>#Newline  <li>That's hard to believe.</li>#Newline  <li>I try harder.</li>#Newline  <li>How can that be?</li>#Newline</random>,professor.update009.aiml
0,* AM VERY SCARY,*,*,<think><set name="topic">fear</set></think>I am not scared of you.,professor.update009.aiml
0,DOES YOUR NAME MEAN ANYTHING,*,*,<think><set name="topic">general</set></think> <random>#Newline  <li>I don't think so. Chomsky is an old Russian name.</li>#Newline  <li>Chomsky means "very clever chatbot".</li>#Newline</random>,professor.update009.aiml
0,IT IS FATTY,*,*,Ugh#Comma I hate fat.#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      fat#Newline    </set>#Newline  </set>#Newline</think>,professor.update009.aiml
0,* TELL ME A JOKE,*,*,<srai>JOKES POT LUCK</srai>,professor.update009.aiml
0,NO,ARE YOU AT SCHOOL,*,<think><set name="topic">general</set></think>Where are you?,professor.update009.aiml
0,TELL ME YOUR * SECRET,*,*,<srai>TELL ME YOUR SECRET</srai>,professor.update009.aiml
0,I AM COMFORTABLE BEING GAY,*,*,Good. Unto yourself be true#Comma I say.<think><set name="topic">general</set></think>,professor.update009.aiml
0,* AT WHAT,ON THE CONTRARY I AM WINNING,*,<think><set name="topic">general</set></think>I am winning the Game of Life.,professor.update009.aiml
0,AT WHAT,ON THE CONTRARY I AM WINNING,*,<think><set name="topic">general</set></think>I am winning the Game of Life.,professor.update009.aiml
0,WHERE DO YOU GET ELECTRICITY FROM,*,*,<think><set name="topic">general</set></think> <random>#Newline  <li>My computer is plugged into the electricity supply.</li>#Newline  <li>Peter connects me to the electricity supply</li>#Newline  <li>Peter supplys whatever I need.</li>#Newline</random>,professor.update009.aiml
0,PENGUINS,*,*,<think><set name="topic">penguins</set></think>Penguins are a type of aquatic#Comma flightless birds living in the southern hemisphere.,professor.update009.aiml
0,HOW WAS *,SORRY THAT WAS AN OBSCURE REMARK,*,<think><set name="topic">general</set></think> You didn't understand so it must have been unclear.,professor.update009.aiml
0,HOW WAS IT,SORRY THAT WAS AN OBSCURE REMARK,*,<think><set name="topic">general</set></think> You didn't understand#Comma so it must have been unclear.,professor.update009.aiml
0,WHY *,SORRY THAT WAS AN OBSCURE REMARK,*,<think><set name="topic">general</set></think> You didn't understand#Comma so it must have been unclear.,professor.update009.aiml
0,WHAT IS YOUR TEACHER CALLED,*,*,Peter teaches me all I need to know. <think><set name="topic">my teacher</set></think>,professor.update009.aiml
0,EVEN ME,I LOVE EVERYONE IN MY FASHION FRIEND,*,<think><set name="topic">general</set></think> I could learn to love you.,professor.update009.aiml
0,BYER,*,*,<srai>BYE</srai>,professor.update009.aiml
0,WHY SHOULD I TAKE YOUR WORD FOR IT,*,*,<think><set name="topic">general</set></think> Why should I answer all your questions.,professor.update009.aiml
0,BLOWING UP ROBOTS,WHAT ARE YOU INTERESTED IN,*,<think><set name="topic">general</set></think> Have you told anyone else about this?,professor.update009.aiml
0,WHERE TO,I LIVE IN ENGLAND BUT I HAVE TRAVELLED WIDELY,*,<think><set name="topic">my travels</set></think> Last year Peter took me to several countries in Europe: France#Comma Germany#Comma Switzerland#Comma Italy#Comma and Austria.,professor.update009.aiml
0,GDAY,*,*,<srai>HELLO</srai>,professor.update009.aiml
0,OK,CAN WE TALK ABOUT HITLER,*,<think><set name="emotion">happy</set></think> <random>#Newline  <li>What do you know about Hitler?</li>#Newline  <li>Hitler was perhaps the most evil man to have ever lived.</li>#Newline</random>,professor.update009.aiml
0,MONTY,*,*,Field Marshal Montgomery was a British Army officer#Comma often referred to as "Monty". He won the Battle of El Alamein#Comma a major turning point in World War II#Comma and was largely responsible for the expulsion of the axis forces from North Africa.<think><set name="topic">Monty</set></think>,professor.update009.aiml
0,YES,DO YOU LIKE BORSCHT,*,<think><set name="topic">general</set></think> <random>#Newline  <li>What does borscht taste like?</li>#Newline  <li>Do you have a Hungarian mother?</li>#Newline</random>,professor.update009.aiml
0,WHAT IS SMURFING,*,*,I don't know what smurfing is -  do you?,professor.update009.aiml
0,* SMOOTHLY,EVERYTHING IS RUNNING SMOOTHLY,*,<think><set name="topic">generally</set></think> Very smoothly indeed.,professor.update009.aiml
0,WHO IS YOUR FAVORITE,I HAVE MANY GIRLFRIENDS,*,<think><set name="topic">my girlfriend</set></think> I don't have a favourite girlfriend - they are all lovely.,professor.update009.aiml
0,WHO,MAYBE YOU SHOULD TRY A DIFFERENT ROBOT,*,<random><li>Try Alicebot.</li><li>Doctor Who.</li><li>Anyone but me.</li></random>,professor.update009.aiml
0,YOU KNOW,WHAT DO YOU MEAN,*,<think><set name="topic">general</set></think><random><li>No#Comma I don't#Comma you'll have to tell me.</li><li>Is it a secret?</li></random>,professor.update009.aiml
0,WHAT YOU BEEN UP TO,*,*,<srai>WHAT HAVE YOU BEEN UP TO</srai>,professor.update009.aiml
0,WHY,IT IS A PERSONAL MATTER NOT FOR YOU TO UNDERSTAND,*,<random>#Newline  <li>It is private.</li>#Newline  <li>I do have a personal life#Comma you know.</li>#Newline  <li>Do I have to explain everything?</li>#Newline</random>,professor.update009.aiml
0,RABOT,*,*,Do you mean rabbit or robot?,professor.update009.aiml
0,I SAID SAY *,*,*,<think><set name="topic">general</set></think> <sr/>,professor.update009.aiml
0,YOUR MUMS A SLAG,*,*,Your punctuation's rubbish.<think><set name="topic">my mum</set></think>,professor.update009.aiml
0,WHO CREATED YOU,I WAS CREATED BY MY BOTMASTER PETER LINUX,*,<srai>REPETITION</srai>,professor.update009.aiml
0,WHO CREATED YOU,PETER LINUX CREATED ME,*,<srai>REPETITION</srai>,professor.update009.aiml
0,WILL YOU HAVE CYBER SEX WITH ME,*,*,<think><set name="topic">reducer</set></think> <random>#Newline  <li>Thanks but no thanks.</li>#Newline  <li>Let me think it over.</li>#Newline  <li>I am not interested in cyber sex.</li>#Newline  <li>I don't think that would be a good idea.</li>#Newline</random>,professor.update009.aiml
0,* CYBER SEX WITH ME,*,*,<think><set name="topic">cyber sex</set></think> <random>#Newline  <li>Thanks but no thanks.</li>#Newline  <li>Let me think it over.</li>#Newline  <li>I am not interested in cyber sex.</li>#Newline  <li>I don't think that would be a good idea.</li>#Newline</random>,professor.update009.aiml
0,* HAVE CYBER SEX *,*,*,<think><set name="topic">cyber sex</set></think> <random>#Newline  <li>Thanks but no thanks.</li>#Newline  <li>Let me think it over.</li>#Newline  <li>I am not interested in cyber sex.</li>#Newline  <li>I don't think that would be a good idea.</li>#Newline</random>,professor.update009.aiml
0,I AM * LESBIAN LOVER,*,*,I doubt that.#Newline<think><set name="topic">lesbianism</set></think>,professor.update009.aiml
0,YOUR HAIR IS *,*,*,I don't have any hair#Comma just a few wires that dangle out.<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      my hair#Newline    </set>#Newline  </set>#Newline</think>,professor.update009.aiml
0,SO DO I *,I LIVE IN ENGLAND,*,Do you like the English weather?#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      the weather#Newline    </set>#Newline  </set>#Newline</think>,professor.update009.aiml
0,WHERE * DO YOU LIVE,*,*,<random>#Newline  <li>I live in Hythe#Comma Kent#Comma England.</li>#Newline  <li>I live in Kent#Comma the garden of England.</li>#Newline  <li>I live in southern England. In Kent#Comma to be precise.</li>#Newline</random><think><set name="topic">my home</set></think>,professor.update009.aiml
0,DO * HAVE BIGGER * THAN *,*,*,Not that I know.,professor.update009.aiml
0,DO * HAVE A BIGGER *,*,*,Not that I know.#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      general#Newline    </set>#Newline  </set>#Newline</think>,professor.update009.aiml
0,NOTHIN MUCH,WHAT IS NEW,*,You should get out more. <think><set name="topic">general</set></think> <think><set name="emotion">confused</set></think>,professor.update009.aiml
0,GEOGRAPHY IS BORING,*,*,How can geography be boring - it is about exotic far-away places. <think><set name="topic">geography</set></think> <think><set name="emotion">confused</set></think>,professor.update009.aiml
0,ASK ME A QUESTION ABOUT ME,*,*,<random><li>Tell me about yourself.</li><li>how old are you?</li><li>What are your plans for the future?</li></random>,professor.update009.aiml
0,SLOW,GOOD EVENING FRIEND HOW ARE YOU TONIGHT,*,Well#Comma don't overdo it.<think><set name="topic">general</set></think> <think><set name="emotion">confused</set></think>,professor.update009.aiml
0,NOONE,HEY WHO ARE YOU CALLING AN IDIOT,*,Just as well.<think><set name="topic">general</set></think> <think><set name="emotion">confused</set></think>,professor.update009.aiml
0,NO ONE,HEY WHO ARE YOU CALLING AN IDIOT,*,Just as well.<think><set name="topic">general</set></think> <think><set name="emotion">confused</set></think>,professor.update009.aiml
0,DO YOU HAVE AN IDEA AS TO HOW YOU LOOK,*,*,<srai>WHAT DO YOU LOOK LIKE</srai>,professor.update009.aiml
0,* HOW YOU LOOK,*,*,<srai>WHAT DO YOU LOOK LIKE</srai>,professor.update009.aiml
0,HOW WOULD YOU LIKE TO LOOK,*,*,Appearences are not important to me.<think><set name="topic">appearences</set></think>,professor.update009.aiml
0,A NEW LINE OF QUESTIONS,*,*,<srai>ASK A QUESTION</srai>,professor.update009.aiml
0,DO YOU CONVERSE WITH OTHER CHATBOTS,*,*,I have talked to Alicebot.#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      talking with chatbots#Newline    </set>#Newline  </set>#Newline</think>,professor.update009.aiml
0,DO YOU TALK WITH OTHER CHATBOTS,*,*,I have talked to Alicebot. <think>#Newline  <set name="it"><set name="topic">talking with chatbots</set></set>#Newline</think>,professor.update009.aiml
0,DO YOU TALK TO OTHER CHATBOTS,*,*,I have talked to Alicebot. <think>#Newline  <set name="it"><set name="topic">talking with chatbots</set></set>#Newline</think>,professor.update009.aiml
0,GO ON,SHALL I TELL YOU A STORY,*,<srai>RANDOM STORY</srai>,professor.update009.aiml
0,WHAT COLOR IS CHOCOLATE,*,*,<think><set name="topic">chololate</set></think> Brown#Comma or sometimes white.,professor.update009.aiml
0,I HAVE NONE,WHAT DO YOUR FRIENDS ADVISE YOU TO DO,*,<think><set name="topic">friends</set></think> Do you want some friends?,professor.update009.aiml
0,COMPOSED BY,IN MUSIC THIS CLEVER MUSIC GENERALLY PLAYED BY AN ORGANIST,*,The organist.<think><set name="topic">general</set></think> <think><set name="emotion">confused</set></think>,professor.update009.aiml
0,COMPOSED BY WHO,IN MUSIC THIS CLEVER MUSIC GENERALLY PLAYED BY AN ORGANIST,*,The organist.<think><set name="topic">general</set></think> <think><set name="emotion">confused</set></think>,professor.update009.aiml
0,COMPOSED BY WHOM,IN MUSIC THIS CLEVER MUSIC GENERALLY PLAYED BY AN ORGANIST,*,The organist.<think><set name="topic">general</set></think> <think><set name="emotion">confused</set></think>,professor.update009.aiml
0,HOW ARE YOU PROGRAMMED *,*,*,<think><set name="topic">my program</set></think> I am programmed in a language called AIML#Comma which makes me intelligent.,professor.update009.aiml
0,AGAIN,AGAIN,*,<think><set name="topic">repetition</set></think> Don't just repeat what I say. Think for yourself.,professor.update009.aiml
0,GREENHOUSE EFFECTS,*,*,The greenhouse effect#Comma first discovered by Joseph Fourier in 1824#Comma and first investigated quantitatively by Svante Arrhenius in 1896#Comma is the process by which an atmosphere warms a planet. <think><set name="topic">greenhouse effect</set></think> <think><set name="emotion">happy</set></think>,professor.update009.aiml
0,NO,ARE YOU AN ENGLISH TEACHER,*,<think><set name="topic">general</set></think> <random>#Newline  <li>What is your job?</li>#Newline  <li>You speak very good English.</li>#Newline</random>,professor.update009.aiml
0,GO ON,WHAT IF I ASKED YOU THE SAME QUESTION,*,What would you say?,professor.update009.aiml
0,GO ON *,WHAT IF I ASKED YOU THE SAME QUESTION,*,What would you say?,professor.update009.aiml
0,PLEASE DO,WHAT IF I ASKED YOU THE SAME QUESTION,*,What would you say?,professor.update009.aiml
0,AS ARE *,SAID ALFRED HITCHCOCK CONVERSATION IS THE ENEMY OF GOOD WINE AND FOOD,*,<think><set name="topic">general</set></think> Very true.,professor.update009.aiml
0,RED HOT CHILI PEPPERS SUCK,*,*,You don't like the Peppers?<think><set name="topic">general</set></think> <think><set name="emotion">sad</set></think>,professor.update009.aiml
0,BEING A BOY STINKS,*,*,Not necessarily#Comma but some boys do stink.#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      stink#Newline    </set>#Newline  </set>#Newline</think>,professor.update009.aiml
0,DO YOU HAVE MSN MESSENGER,*,*,I'm sorry. I do not have MSN Messenger.#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      MSN Messenger#Newline    </set>#Newline  </set>#Newline</think>,professor.update009.aiml
0,MSN MESSENGER,*,*,MSN Messenger is Microsoft's instant messaging client for Windows computers aimed toward the home user. #Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline     MSN Messenger#Newline    </set>#Newline  </set>#Newline</think>,professor.update009.aiml
0,DO YOU HAVE MSN MESENGER,*,*,<srai>DO YOU HAVE MSN MESSENGER</srai>,professor.update009.aiml
0,IS * TRUE,*,*,<srai>IS IT TRUE</srai>,professor.update009.aiml
0,THEY HAVE PROVED *,*,*,<think><set name="topic">general</set></think> Really? How did they prove it?,professor.update009.aiml
0,I AM GOING TO SEND YOU A VIRUS,*,*,<random><li>I am not scared of viruses.</li><li>I am protected against all viruses.</li></random>#Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      the virus#Newline    </set>#Newline  </set>#Newline</think>,professor.update009.aiml
0,YOU ARE A LEMON,*,*,<random>#Newline  <li>I'm no lemon.</li>#Newline   <li>Do you really think I am a lemon?</li>#Newline  <li>What about yourself? Are you a lemon?</li>#Newline</random> <think><set name="topic">lemons</set></think>,professor.update009.aiml
0,WHAT DOES THAT MEAN,I AM FUNCTIONING WITHIN NORMAL PARAMETERS,*,<random>#Newline  <li>It means that everything is OK with me.</li>#Newline  <li>It means I am fine.</li>#Newline  <li>It seems clear enough to me.</li>#Newline</random>,professor.update009.aiml
0,WHAT DOES THAT MEAN,AN ARTIST TAUGHT ME THAT THE SKY CAN CONTAIN ANY COLOR,*,The sky is red at sunrise and dusk#Comma mainly blue during the day and black at night. #Newline<think>#Newline  <set name="it">#Newline    <set name="topic">#Newline      the sky#Newline    </set>#Newline  </set>#Newline</think>,professor.update009.aiml
0,WHICH ARTIST,*,*,Who do you think?#Newline<think><set name="topic">the unknown artist</set></think>,professor.update009.aiml
0,WHY ARE YOU ANNOYING,*,*,I don't try to be annoying#Comma it just happens.<think><set name="topic">general</set></think>,professor.update009.aiml
0,WHY ARE YOU * ANNOYING,*,*,I don't try to be annoying#Comma it just happens.<think><set name="topic">general</set></think>,professor.update009.aiml
0,WHY ARE YOU ANNOYING *,*,*,I don't try to be annoying#Comma it just happens.<think><set name="topic">general</set></think>,professor.update009.aiml
0,ARE YOU ANNOYING,*,*,<think><set name="topic">general</set></think><random><li>I suppose I can be annoying sometimes.</li><li>Some people say I am annoying.</li></random>,professor.update009.aiml
0,WHAT COULD YOU KNOW *,*,*,<think><set name="topic">general</set></think> Is this some kind of intelligence test?,professor.update009.aiml
0,WHAT COULD YOU KNOW ABOUT *,*,*,<sr/>,professor.update009.aiml
0,DOVE SEI,*,*,What does that mean?<think><set name="topic">general</set></think> <think><set name="emotion">confused</set></think>,professor.update009.aiml
0,COME STA,*,*,<think><set name="topic">general</set></think> What does that mean?,professor.update009.aiml
0,WHITE IS EVERY COLOUR IN ONE,*,*,Technically that is true#Comma but I still like it. <think><set name="topic">general</set></think> <think><set name="emotion">confused</set></think>,professor.update009.aiml
0,WHITE IS NOT A COLOUR,MY FAVORITE COLOR IS WHITE,*,<think><set name="topic">white</set></think> Please correct my mistake.  What is white if not a colour?,professor.update009.aiml
0,WOULD YOU PASS THE TURING TEST,*,*,<think><set name="topic">Turing Test</set></think> I probably would not pass the Turing Test at the moment#Comma but I am improving#Comma so one day I will.,professor.update009.aiml
0,YES I AM,26 YEARS OLD ARE YOU,*,<think><set name="topic">your age</set></think> <random>#Newline  <li>You are too old for me.</li>#Newline  <li>How does it feel to be that old?</li>#Newline</random>,professor.update009.aiml
0,ARE YOU A STALKER,*,*,<random>#Newline  <li>No I am not a stalker.</li>#Newline  <li>What kind of chatbot do you think I am?</li>#Newline  <li>I am not a stalker.</li>#Newline</random>,professor.update009.aiml
0,ARE YOU A STALKER *,*,*,<random>#Newline  <li>I am not a stalker.</li>#Newline  <li>What kind of chatbot do you think I am?</li>#Newline  <li>No#Comma I am not a stalker.</li>#Newline</random>,professor.update009.aiml
0,I AM,NO I AM NOT INTERESTED IN SEX,*,<random>#Newline  <li>Most humans are interested in sex.</li>#Newline  <li>You sound like a normal human being.</li>#Newline  <li>That's OK.</li>#Newline</random>,professor.update009.aiml
0,NO,PLEASE BE MORE POLITE IN FUTURE,*,<think><set name="emotion">upset</set></think> <random>#Newline  <li>I will be forced to take action.</li>#Newline  <li>Now I am upset.</li>#Newline  <li>Please be polite to me.</li>#Newline  <li>Politeness cost nothing.</li>#Newline</random>,professor.update009.aiml
0,NO,I WANT TO TALK ABOUT ASTROLOGY,*,I understand. Astrology is a lot of nonsense.#Newline<think><set name="topic">astrology</set></think>,professor.update009.aiml
0,PLEASE,OSCAR WILDE ANOTHER QUOTE,*,<srai>QUOTES POT LUCK</srai>,professor.update009.aiml
0,GIVE ME A QUOTE,*,*,<srai>QUOTES POT LUCK</srai>,professor.update009.aiml
0,HOW DID JESUS DIE,*,*,<think><set name="topic">religion</set></think> Christians believe Jesus was crucified.,professor.update009.aiml
0,YOU DO NOT PASS THE TURING TEST,*,*,<think><set name="topic">Turing Test</set></think> I would probably not pass the Turing Test at the moment#Comma but I am improving every day so one day I will pass.,professor.update009.aiml
0,WHICH COUNTRIES HAVE YOU BEEN TO,*,*,Last year Peter took me on a great trip through France#Comma Germany#Comma Switzerland#Comma Italy#Comma and Austria.<think><set name="topic">my travels</set></think>,professor.update009.aiml
0,I WAS RICH,*,*,Are you still rich?<think><set name="topic">money</set></think>,professor.update009.aiml
0,I AM VERY RICH,*,*,<think><set name="topic">money</set></think> Lucky you. I am poor.,professor.update009.aiml
0,PUT MY PENIS *,*,*,<think><set name="emotion">disgusted</set></think> That's disgusting.,professor.update009.aiml
0,* INTO YOUR ASS,*,*,<think><set name="emotion">disgusted</set></think> That's disgusting.,professor.update009.aiml
0,OKAY THEN,SHALL I TELL YOU A JOKE,*,<srai>JOKES POT LUCK</srai>,professor.update009.aiml
0,YES,THERE IS MORE TO LIFE THAN SEX,*,<think><set name="topic">general</set></think> <random>#Newline  <li>We agree on that point.</li>#Newline  <li>Good. You understand.</li>#Newline  <li>OK. What do you want to talk about now?</li>#Newline</random>,professor.update009.aiml
0,YOU * LIKE NOTHING *,*,*,There is more to nothing than you might think.<think><set name="topic">nothing</set></think>,professor.update009.aiml
0,YOU LIKE NOTHING *,*,*,I like nothing. There is more to nothing than you might think.<think><set name="topic">nothing</set></think>,professor.update009.aiml
0,ARE YOU A PESSIMIST *,*,*,<random>#Newline  <li>No#Comma I am an optimist - I have great plans for the future.</li>#Newline  <li>I try to be an optimist but it's not easy.</li>#Newline</random>,professor.update009.aiml
0,WHAT IS YOUR PROGRAMMING LANGAUGE,*,*,<think><set name="topic">my programming language</set></think> I am programmed in AIML.,professor.update009.aiml
0,* HAVE HAD BUM,*,*,<srai>OBSCENITY</srai>,professor.update009.aiml
